Time_min,Omega_degps,Phase,Control_Type,B_x_body_uT,B_y_body_uT,B_z_body_uT,B_mag_uT,omega_x_degps,omega_y_degps,omega_z_degps,omega_par_degps,omega_perp_degps,m_cmd_x_Am2,m_cmd_y_Am2,m_cmd_z_Am2,tau_mag_x_uNm,tau_mag_y_uNm,tau_mag_z_uNm,wheel_speed_x_RPM,wheel_speed_y_RPM,wheel_speed_z_RPM,wheel_torque_cmd_x_uNm,wheel_torque_cmd_y_uNm,wheel_torque_cmd_z_uNm,Anti_Align_Active,Anti_Align_Time_Remaining,Nadir_Error_deg,Torque_Environment_uNm
0.000000,12.000000,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,9.170496,-0.397610,-1.494625,9.300000,5.156688,10.743522,-1.409006,4.851999,10.975341,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,80.751754,0.076702
0.001667,12.002996,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,9.198227,-0.386317,-1.316580,9.300000,5.174721,10.732419,-1.452371,4.877881,10.967142,0.000000,0.000000,-2.500000,-0.965794,-22.995568,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,81.851089,0.068113
0.168333,12.754440,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-0.538804,8.334567,4.097993,9.303164,9.025773,6.501855,-6.239957,2.553510,12.496213,2.500000,0.000000,2.500000,-20.836416,-11.591991,20.836416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,63.432827,0.065651
0.170000,12.765495,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-0.677732,8.392142,3.957607,9.303227,9.071305,6.416232,-6.285003,2.453391,12.527519,2.500000,0.000000,2.500000,-20.980356,-11.588347,20.980356,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,64.376746,0.065426
0.333333,12.824442,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-7.710364,-3.255883,-4.082921,9.312396,9.705008,-4.618645,-6.996231,-3.353199,12.378303,0.000000,2.500000,-2.500000,-18.347011,19.275909,19.275909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,62.896392,0.201081
0.335000,12.811395,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-7.701937,-3.420216,-3.962995,9.312521,9.665044,-4.719456,-6.960280,-3.298188,12.379571,0.000000,2.500000,-2.500000,-18.458028,19.254842,19.254842,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,63.684370,0.198787
0.500000,11.678234,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,3.097234,-3.836734,7.918051,9.327857,5.334715,-10.094226,-2.455317,3.839081,11.029171,-2.500000,0.000000,0.000000,0.000000,19.795128,9.591836,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,30.639326,0.135577
0.501667,11.672419,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,3.255301,-3.749750,7.896504,9.328043,5.305841,-10.112905,-2.412998,3.874202,11.010718,-2.500000,0.000000,0.000000,0.000000,19.741260,9.374375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,30.778093,0.141320
0.666667,11.498674,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,7.598934,-1.479828,-5.241977,9.349439,4.726578,-10.394287,1.355641,4.726751,10.482239,0.000000,0.000000,2.500000,3.699569,18.997334,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,59.811752,0.208512
0.668333,11.500790,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,7.497828,-1.543059,-5.368255,9.349685,4.743692,-10.383739,1.394098,4.717403,10.488769,2.500000,0.000000,2.500000,3.857647,32.165208,-3.857647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,58.862527,0.212163
0.833333,12.143331,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-5.899938,-7.227131,-0.942810,9.377078,8.231796,-6.878243,5.691027,-0.450319,12.134978,0.000000,0.000000,-2.500000,-18.067829,14.749845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,80.713277,0.153948
0.835000,12.153877,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-5.983390,-7.179675,-0.765937,9.377385,8.275990,-6.806790,5.735184,-0.537541,12.141984,0.000000,0.000000,-2.500000,-17.949187,14.958474,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,81.789154,0.154282
1.000000,12.415589,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-4.922136,7.795005,1.889878,9.410694,9.629301,3.306944,7.105458,-0.870354,12.385045,0.000000,0.000000,2.500000,-19.487513,-12.305339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,75.258185,0.163563
1.001667,12.405688,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-4.833833,7.887495,1.729027,9.411060,9.599519,3.408943,7.080214,-0.772768,12.381596,0.000000,0.000000,2.500000,-19.718737,-12.084582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,76.225319,0.161078
1.166667,11.281091,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,7.571958,2.731849,-4.950613,9.450192,5.461002,9.381400,3.070796,5.478908,9.861266,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,52.896451,0.223005
1.168333,11.274833,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,7.668454,2.644252,-4.849422,9.450616,5.427359,9.406370,3.030817,5.480548,9.853196,0.000000,0.000000,-2.500000,6.610630,-19.171134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,53.524260,0.222774
1.335000,10.964341,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,3.809495,2.180713,8.420518,9.495940,4.011549,10.196083,-0.405133,3.591564,10.359413,2.500000,0.000000,0.000000,0.000000,-21.051295,5.451783,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,34.521743,0.210462
1.336667,10.964260,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,3.655517,2.243716,8.472601,9.496422,4.016590,10.192697,-0.436954,3.564510,10.368667,2.500000,0.000000,0.000000,0.000000,-21.181503,5.609289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,33.723565,0.206746
1.501667,11.268432,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-8.154084,4.835574,-1.127648,9.546908,6.272512,8.459822,-4.008063,-0.599022,11.252499,0.000000,0.000000,2.500000,-12.088934,-20.385211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,88.933397,0.150707
1.503333,11.275787,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-8.170505,4.764299,-1.303086,9.547446,6.311293,8.420916,-4.049585,-0.646218,11.257254,0.000000,0.000000,2.500000,-11.910746,-20.426262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,89.992250,0.149835
1.668333,11.995530,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-0.569982,-8.710400,-4.003620,9.603381,9.542184,1.035677,-7.194916,1.493816,11.902153,-2.500000,0.000000,-2.500000,-21.775999,-8.584097,21.775999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,61.194633,0.100541
1.670000,11.996026,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-0.450912,-8.783206,-3.858531,9.603973,9.548461,0.932072,-7.201582,1.592615,11.889837,-2.500000,0.000000,-2.500000,-21.958015,-8.519047,21.958015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,62.097351,0.096427
1.835000,11.158888,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,9.325677,-1.568792,1.996714,9.665207,6.859312,-7.370563,-4.810968,6.820804,8.831614,0.000000,-2.500000,2.500000,-1.069804,23.314194,23.314194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,70.950725,0.164819
1.836667,11.148071,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,9.364725,-1.466230,1.892298,9.665852,6.817626,-7.418877,-4.770716,6.796644,8.836578,0.000000,-2.500000,2.500000,-1.065170,23.411813,23.411813,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,71.449757,0.161209
2.001667,10.501261,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,1.733282,-0.846811,-9.539125,9.732228,3.848320,-9.683450,-1.302960,2.805049,10.119693,2.500000,0.000000,0.000000,0.000000,23.847813,-2.117027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,22.618170,0.167851
2.003333,10.498320,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,1.571568,-0.907988,-9.562193,9.732924,3.833671,-9.689932,-1.273939,2.774590,10.125037,2.500000,0.000000,0.000000,0.000000,23.905483,-2.269971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,21.738341,0.162100
2.168333,10.404694,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-8.790953,-4.170700,1.203398,9.804272,3.865373,-9.552713,1.436041,0.774082,10.375859,0.000000,0.000000,-2.500000,-10.426749,21.977382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,84.539166,0.138185
2.170000,10.405863,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-8.780291,-4.139956,1.380443,9.805018,3.880652,-9.543397,1.464955,0.760659,10.378024,0.000000,0.000000,-2.500000,-10.349889,21.950728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,85.569395,0.136164
2.335000,10.845380,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,2.095622,4.409324,8.590902,9.881163,6.747935,-6.995562,4.811420,2.492607,10.555055,-2.500000,0.000000,0.000000,0.000000,21.477256,-11.023310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,22.692096,0.055587
2.336667,10.854189,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,2.239737,4.492328,8.512086,9.881955,6.787457,-6.945585,4.847958,2.556833,10.548746,-2.500000,0.000000,0.000000,0.000000,21.280215,-11.230821,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,23.356516,0.056777
2.501667,11.380763,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,9.910425,-0.005499,-1.019375,9.962715,9.020032,0.886492,6.882944,8.267944,7.820668,0.000000,2.500000,0.000000,-2.548439,0.000000,-24.776063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,84.361124,0.089610
2.503333,11.377808,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,9.912063,-0.142748,-1.001508,9.963553,9.012257,0.979709,6.875602,8.260531,7.824202,0.000000,2.500000,0.000000,-2.503770,0.000000,-24.780158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,84.233938,0.086936
2.668333,10.481691,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,1.987834,-3.251871,9.297902,10.048738,5.937344,7.593706,4.116969,2.526474,10.172649,2.500000,0.000000,0.000000,0.000000,-23.244756,-8.129678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,33.574006,0.187517
2.670000,10.472933,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,1.838926,-3.168771,9.357997,10.049620,5.900716,7.629238,4.081495,2.474749,10.176342,2.500000,0.000000,0.000000,0.000000,-23.394993,-7.921929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,32.603921,0.183682
2.835000,9.942055,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-9.026857,4.448037,1.237312,10.139040,3.380454,9.283017,1.114711,1.198888,9.869505,0.000000,0.000000,2.500000,-11.120093,-22.567143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,66.817720,0.189699
2.836667,9.939295,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-9.037682,4.473283,1.062498,10.139964,3.367398,9.287715,1.090217,1.210208,9.865343,0.000000,0.000000,2.500000,-11.183208,-22.594205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,67.804837,0.186328
3.001667,9.835941,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,0.909818,1.523771,-10.078357,10.233422,3.357318,9.167985,-1.192561,2.838104,9.417585,-2.500000,0.000000,0.000000,-0.000000,-25.195893,-3.809428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,17.130906,0.097116
3.003333,9.836726,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,1.070260,1.466848,-10.072018,10.234386,3.370274,9.160889,-1.216779,2.862910,9.410894,-2.500000,0.000000,0.000000,-0.000000,-25.180046,-3.667120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,16.275612,0.090675
3.168333,10.189547,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,10.283948,0.964790,0.230961,10.331686,5.841706,7.282654,-4.082191,6.403524,7.926017,0.000000,0.000000,-2.500000,2.411974,-25.709869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,75.858611,0.113935
3.170000,10.196700,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,10.273856,1.043044,0.352679,10.332688,5.876882,7.245543,-4.115466,6.434359,7.910228,0.000000,0.000000,-2.500000,2.607611,-25.684640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,76.619158,0.108239
3.335000,10.826285,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,2.251562,10.052492,-1.654859,10.433632,8.560490,0.970776,-6.556223,3.822524,10.129006,2.500000,0.000000,2.500000,-25.131230,9.766051,25.131230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,85.643386,0.139924
3.336667,10.826160,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,2.137519,10.053012,-1.802855,10.434670,8.565282,0.886759,-6.561658,3.742598,10.158676,2.500000,0.000000,2.500000,-25.132531,9.850936,25.132531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,84.944787,0.138491
3.501667,10.090009,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-7.852656,-1.998759,-6.738883,10.539060,6.421726,-6.122003,-4.805289,-0.551180,10.074944,0.000000,2.500000,-2.500000,-21.844104,19.631641,19.631641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,34.877921,0.222884
3.503333,10.079488,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-7.908377,-2.141409,-6.630709,10.540131,6.385130,-6.167323,-4.773920,-0.534603,10.065301,0.000000,2.500000,-2.500000,-21.930296,19.770944,19.770944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,35.471521,0.224670
3.668333,9.368115,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-3.221895,-6.708166,7.615440,10.647771,3.355754,-8.516525,-1.992310,2.925125,8.899732,-2.500000,0.000000,0.000000,0.000000,19.038599,16.770415,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,59.721899,0.187700
3.670000,9.364579,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-3.083066,-6.675170,7.702942,10.648874,3.335936,-8.525722,-1.969498,2.953815,8.886524,-2.500000,0.000000,0.000000,0.000000,19.257355,16.687925,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,58.906678,0.187277
3.835000,9.162802,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,9.681108,-2.770925,3.790300,10.759565,2.350480,-8.855390,-0.119397,4.353366,8.062577,0.000000,0.000000,2.500000,6.927313,24.202770,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,50.446785,0.227607
3.836667,9.161931,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,9.740923,-2.754190,3.649861,10.760698,2.349970,-8.854828,-0.103130,4.358671,8.058720,0.000000,0.000000,2.500000,6.885474,24.352308,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,51.162008,0.227352
4.001667,9.171850,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,4.477911,-5.408040,-8.303657,10.874249,3.140850,-8.459079,1.643734,4.245118,8.130301,2.500000,0.000000,0.000000,0.000000,20.759143,-13.520099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,56.262363,0.215316
4.003333,9.173180,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,4.337894,-5.467774,-8.340303,10.875410,3.157268,-8.450418,1.664127,4.231707,8.138789,2.500000,0.000000,0.000000,0.000000,20.850759,-13.669436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,55.715468,0.215479
4.168333,9.493266,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-7.665264,-7.872976,0.275458,10.991629,5.542005,-6.514121,4.120013,0.904278,9.450099,0.000000,0.000000,-2.500000,-19.682441,19.163160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,78.203757,0.133886
4.170000,9.498783,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-7.719454,-7.813957,0.440575,10.992816,5.571686,-6.478836,4.148239,0.858977,9.459865,0.000000,0.000000,-2.500000,-19.534892,19.298635,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,79.002283,0.134888
4.335000,9.945114,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-5.022897,6.676350,7.325477,11.111514,7.757879,-0.919745,6.154240,-0.002234,9.945113,0.000000,-2.500000,0.000000,-18.313692,-0.000000,-12.557242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,42.183969,0.224995
4.336667,9.945455,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-4.938086,6.830702,7.242201,11.112725,7.762551,-0.847933,6.159212,0.043385,9.945360,0.000000,-2.500000,0.000000,-18.105503,-0.000000,-12.345215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,42.415272,0.223770
4.501667,9.321447,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,5.765650,8.738536,-4.073296,11.233720,5.994544,5.290771,4.791925,5.454747,7.558776,-2.500000,0.000000,0.000000,-0.000000,-10.183241,-21.846339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,73.315700,0.069437
4.503333,9.313491,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,5.878532,8.647191,-4.110123,11.234953,5.964741,5.333315,4.766417,5.482137,7.529096,-2.500000,0.000000,0.000000,-0.000000,-10.275308,-21.617978,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,72.825272,0.072882
4.668333,8.734025,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,10.625134,1.277270,3.805352,11.358063,3.248173,7.739842,2.414006,4.717731,7.350253,0.000000,0.000000,-2.500000,3.193176,-26.562835,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,89.306376,0.094335
4.670000,8.730074,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,10.578598,1.254327,3.943857,11.359317,3.226615,7.750482,2.394406,4.691998,7.362020,0.000000,0.000000,-2.500000,3.135818,-26.446495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,89.949272,0.093066
4.835000,8.468369,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-1.592697,3.049857,10.956841,11.484366,1.757193,8.232958,0.918671,2.819171,7.985333,2.500000,0.000000,0.000000,0.000000,-27.392102,7.624641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,23.465184,0.125514
4.836667,8.466626,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-1.747186,3.086700,10.924263,11.485639,1.748372,8.234268,0.907626,2.810216,7.986642,2.500000,0.000000,0.000000,0.000000,-27.310658,7.716749,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,23.053208,0.120699
5.001667,8.323792,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-10.337077,5.213545,-0.901623,11.612456,1.259346,8.227974,-0.000796,2.573071,7.916111,0.000000,0.000000,2.500000,-13.033861,-25.842693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,71.116044,0.180441
5.003333,8.322598,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-10.323917,5.211979,-1.063531,11.613745,1.258172,8.226941,-0.008897,2.574436,7.914412,0.000000,0.000000,2.500000,-13.029947,-25.809792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,71.883935,0.178153
5.166667,8.235345,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-0.203418,3.170886,-11.302738,11.740859,1.581319,8.035893,-0.863002,2.973676,7.679724,-2.500000,0.000000,0.000000,-0.000000,-28.256844,-7.927215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,33.983600,0.174675
5.168333,8.234875,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-0.047643,3.139690,-11.314526,11.742164,1.589502,8.032693,-0.873206,2.982785,7.675686,-2.500000,0.000000,0.000000,-0.000000,-28.286314,-7.849225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,33.296982,0.171280
5.333333,8.279701,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,11.232486,2.057659,-3.246823,11.872008,2.933455,7.427622,-2.186029,4.660640,6.843383,0.000000,0.000000,-2.500000,5.144147,-28.081216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,49.308813,0.233530
5.335000,8.281499,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,11.267352,2.085368,-3.110289,11.873326,2.953055,7.416807,-2.203106,4.682107,6.830894,0.000000,0.000000,-2.500000,5.213420,-28.168379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,49.987824,0.232794
5.500000,8.695236,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,6.035565,9.328977,4.544123,12.004453,5.376611,5.352006,-4.249142,5.253967,6.928417,2.500000,0.000000,0.000000,0.000000,-11.360309,23.322442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,80.004343,0.158576
5.501667,8.700977,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,5.922707,9.418056,4.512274,12.005784,5.403287,5.317044,-4.270894,5.231384,6.952671,2.500000,0.000000,0.000000,0.000000,-11.280686,23.545139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,79.869371,0.159676
5.666667,8.979086,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-4.707200,8.835505,-6.863541,12.138043,6.954271,0.368006,-5.668039,0.776005,8.945490,0.000000,2.500000,2.500000,-39.247615,-11.768001,11.768001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,61.344351,0.067110
5.668333,8.976653,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-4.791719,8.704280,-6.974208,12.139384,6.952833,0.308298,-5.669512,0.733797,8.946611,0.000000,2.500000,2.500000,-39.196221,-11.979297,11.979297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,60.644119,0.067899
5.833333,8.386215,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-8.847357,-7.191449,-4.541443,12.272627,5.320882,-4.682094,-4.482725,0.566573,8.367055,0.000000,2.500000,-2.500000,-29.332232,22.118393,22.118393,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,45.740328,0.228439
5.835000,8.377594,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-8.827925,-7.304012,-4.401098,12.273978,5.293460,-4.716895,-4.462540,0.599811,8.356094,0.000000,2.500000,-2.500000,-29.262776,22.069813,22.069813,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,46.387697,0.227957
6.000000,7.758225,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,0.016549,-9.781693,7.634018,12.408063,2.731005,-6.766615,-2.635259,3.716658,6.810030,-2.500000,0.000000,0.000000,0.000000,19.085045,24.454233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,67.423612,0.134471
6.001667,7.754475,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,0.153683,-9.745847,7.680403,12.409421,2.710114,-6.776596,-2.620097,3.733999,6.796259,-2.500000,0.000000,0.000000,0.000000,19.201007,24.364617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,66.895807,0.133125
6.166667,7.519115,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,11.004441,-5.564417,2.301479,12.544212,1.081711,-7.270642,-1.582641,3.883711,6.438469,0.000000,0.000000,2.500000,13.911044,27.511102,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,61.019741,0.190407
6.168333,7.517504,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,11.049886,-5.529956,2.170507,12.545577,1.069530,-7.272106,-1.576531,3.874731,6.441997,0.000000,0.000000,2.500000,13.824891,27.624716,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,61.443896,0.190884
6.333333,7.384430,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,6.397774,-3.303548,-10.438455,12.680941,-0.009918,-7.270861,-1.290075,2.951088,6.769113,2.500000,0.000000,0.000000,0.000000,26.096137,-8.258869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,61.291312,0.207079
6.335000,7.383455,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,6.271384,-3.289167,-10.521033,12.682311,-0.020926,-7.269785,-1.290422,2.945589,6.770444,2.500000,0.000000,0.000000,0.000000,26.302583,-8.222917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,60.654954,0.208547
6.500000,7.312062,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-7.728968,-2.413985,-9.936800,12.818122,-1.195225,-7.025806,-1.635768,3.311901,6.519016,2.500000,0.000000,0.000000,0.000000,24.842000,-6.034962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,18.895503,0.088595
6.501667,7.312014,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-7.845512,-2.416038,-9.846328,12.819496,-1.208736,-7.021860,-1.642555,3.324730,6.512427,2.500000,0.000000,0.000000,0.000000,24.615819,-6.040094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,19.193201,0.092837
6.666667,7.406043,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-11.601591,-5.465532,1.838318,12.955631,-2.911003,-6.262100,-2.676124,4.868802,5.580702,0.000000,0.000000,-2.500000,-13.663830,29.003979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,71.880617,0.158937
6.668333,7.408574,MAG_DETUMBLE,BANG_BANG_MAGNETORQUER,-11.555805,-5.530865,1.938280,12.957007,-2.931986,-6.249170,-2.690409,4.879986,5.574290,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,72.388779,0.156659
